from_stop_id,to_stop_id,peak,amount
lirr102,lirr66,True,825
lirr102,lirr67,False,725
lirr102,lirr67,True,1000
lirr102,lirr68,False,600
lirr102,lirr68,True,825
lirr102,lirr71,False,725
lirr102,lirr71,True,1000
lirr102,lirr73,False,1900
lirr102,lirr73,True,2600
lirr102,lirr74,False,1100
lirr102,lirr74,True,1525
lirr102,lirr76,False,725
lirr102,lirr76,True,1000
lirr102,lirr77,False,725
lirr102,lirr77,True,1000
lirr102,lirr78,False,900
lirr102,lirr78,True,1225
lirr102,lirr8,False,900
lirr102,lirr8,True,1225
lirr102,lirr83,False,1900
lirr102,lirr83,True,2600
lirr102,lirr84,False,600
lirr102,lirr84,True,825
lirr102,lirr85,False,600
lirr102,lirr85,True,825
lirr102,lirr89,False,400
lirr102,lirr89,True,550
lirr102,lirr90,False,775
lirr102,lirr90,True,1075
lirr102,lirr91,False,900
lirr102,lirr91,True,1225
lirr102,lirr92,False,725
lirr102,lirr92,True,1000
lirr102,lirr94,False,600
lirr102,lirr94,True,825
lirr102,lirr99,False,725
lirr102,lirr99,True,1000
lirr107,lirr1,False,1025
lirr107,lirr1,True,1400
lirr107,lirr100,False,1425
lirr107,lirr100,True,1975
lirr107,lirr101,False,925
lirr107,lirr101,True,1250
lirr107,lirr102,False,775
lirr107,lirr102,True,1075
lirr107,lirr111,False,1425
lirr107,lirr111,True,1975
lirr107,lirr113,False,1025
lirr107,lirr113,True,1400
lirr107,lirr114,False,925
lirr107,lirr114,True,1250
lirr107,lirr117,False,1200
lirr107,lirr117,True,1675
lirr107,lirr119,False,775
lirr107,lirr119,True,1075
lirr107,lirr122,False,775
lirr107,lirr122,True,1075
lirr107,lirr123,False,1025
lirr107,lirr123,True,1400
lirr107,lirr124,False,925
lirr107,lirr124,True,1250
lirr107,lirr125,False,925
lirr107,lirr125,True,1250
lirr107,lirr126,False,2225
lirr107,lirr126,True,3050
lirr107,lirr127,False,925
lirr107,lirr127,True,1250
lirr107,lirr129,False,1425
lirr107,lirr129,True,1975
lirr107,lirr13,False,2225
lirr107,lirr13,True,3050
lirr107,lirr132,False,925
lirr107,lirr132,True,1250
lirr107,lirr135,False,1025
lirr107,lirr135,True,1400
lirr107,lirr136,False,1025
lirr107,lirr136,True,1400
lirr107,lirr14,False,1425
lirr107,lirr14,True,1975
lirr107,lirr140,False,1700
lirr107,lirr140,True,2350
lirr107,lirr141,False,2225
lirr107,lirr141,True,3050
lirr107,lirr142,False,925
lirr107,lirr142,True,1250
lirr107,lirr149,False,925
lirr107,lirr149,True,1250
lirr107,lirr152,False,925
lirr107,lirr152,True,1250
lirr107,lirr153,False,1200
lirr107,lirr153,True,1675
lirr107,lirr154,False,1025
lirr107,lirr154,True,1400
lirr107,lirr155,False,1025
lirr107,lirr155,True,1400
lirr107,lirr157,False,1425
lirr107,lirr157,True,1975
lirr107,lirr16,False,1025
lirr107,lirr16,True,1400
lirr107,lirr163,False,1425
lirr107,lirr163,True,1975
lirr107,lirr164,False,1425
lirr107,lirr164,True,1975
lirr107,lirr165,False,1200
lirr107,lirr165,True,1675
lirr107,lirr175,False,775
lirr107,lirr175,True,1075
lirr107,lirr176,False,2225
lirr107,lirr176,True,3050
lirr107,lirr179,False,1425
lirr107,lirr179,True,1975
lirr107,lirr180,False,775
lirr107,lirr180,True,1075
lirr107,lirr182,False,1025
lirr107,lirr182,True,1400
lirr107,lirr183,False,1025
lirr107,lirr183,True,1400
lirr107,lirr184,False,775
lirr107,lirr184,True,1075
lirr107,lirr185,False,1025
lirr107,lirr185,True,1400
lirr107,lirr187,False,1025
lirr107,lirr187,True,1400
lirr107,lirr190,False,2225
lirr107,lirr190,True,3050
lirr107,lirr191,False,2225
lirr107,lirr191,True,3050
lirr107,lirr193,False,1425
lirr107,lirr193,True,1975
lirr107,lirr195,False,925
lirr107,lirr195,True,1250
lirr107,lirr198,False,1700
lirr107,lirr198,True,2350
lirr107,lirr20,False,1025
lirr107,lirr20,True,1400
lirr107,lirr202,False,1425
lirr107,lirr202,True,1975
lirr107,lirr204,False,1425
lirr107,lirr204,True,1975
lirr107,lirr205,False,1025
lirr107,lirr205,True,1400
lirr107,lirr21,False,1700
lirr107,lirr21,True,2350
lirr107,lirr211,False,925
lirr107,lirr211,True,1250
lirr107,lirr213,False,1025
lirr107,lirr213,True,1400
lirr107,lirr214,False,650
lirr107,lirr214,True,900
lirr107,lirr215,False,1025
lirr107,lirr215,True,1400
lirr107,lirr216,False,925
lirr107,lirr216,True,1250
lirr107,lirr217,False,925
lirr107,lirr217,True,1250
lirr107,lirr219,False,925
lirr107,lirr219,True,1250
lirr107,lirr220,False,1200
lirr107,lirr220,True,1675
lirr107,lirr223,False,1700
lirr107,lirr223,True,2350
lirr107,lirr225,False,1025
lirr107,lirr225,True,1400
lirr107,lirr226,False,1025
lirr107,lirr226,True,1400
lirr107,lirr23,False,925
lirr107,lirr23,True,1250
lirr107,lirr233,False,2225
lirr107,lirr233,True,3050
lirr107,lirr237,False,650
lirr107,lirr237,True,900
lirr107,lirr26,False,1425
lirr107,lirr26,True,1975
lirr107,lirr27,False,1200
lirr107,lirr27,True,1675
lirr107,lirr29,False,1425
lirr107,lirr29,True,1975
lirr107,lirr31,False,1025
lirr107,lirr31,True,1400
lirr107,lirr32,False,925
lirr107,lirr32,True,1250
lirr107,lirr33,False,1425
lirr107,lirr33,True,1975
lirr107,lirr36,False,925
lirr107,lirr36,True,1250
lirr107,lirr38,False,1200
lirr107,lirr38,True,1675
lirr107,lirr39,False,1025
lirr107,lirr39,True,1400
lirr107,lirr4,False,2225
lirr107,lirr4,True,3050
lirr107,lirr40,False,1200
lirr107,lirr40,True,1675
lirr107,lirr44,False,1200
lirr107,lirr44,True,1675
lirr107,lirr48,False,2225
lirr107,lirr48,True,3050
lirr107,lirr51,False,1025
lirr107,lirr51,True,1400
lirr107,lirr52,False,925
lirr107,lirr52,True,1250
lirr107,lirr55,False,650
lirr107,lirr55,True,900
lirr107,lirr59,False,1025
lirr107,lirr59,True,1400
lirr107,lirr63,False,925
lirr107,lirr63,True,1250
lirr107,lirr64,False,1025
lirr107,lirr64,True,1400
lirr107,lirr65,False,925
lirr107,lirr65,True,1250
lirr107,lirr66,False,925
lirr107,lirr66,True,1250
lirr107,lirr67,False,1025
lirr107,lirr67,True,1400
lirr107,lirr68,False,925
lirr107,lirr68,True,1250
lirr107,lirr71,False,1025
lirr107,lirr71,True,1400
lirr107,lirr73,False,2225
lirr107,lirr73,True,3050
lirr107,lirr74,False,1425
lirr107,lirr74,True,1975
lirr107,lirr76,False,1025
lirr107,lirr76,True,1400
lirr107,lirr77,False,1025
lirr107,lirr77,True,1400
lirr107,lirr78,False,1200
lirr107,lirr78,True,1675
lirr107,lirr8,False,1200
lirr107,lirr8,True,1675
lirr107,lirr83,False,2225
lirr107,lirr83,True,3050
lirr107,lirr84,False,925
lirr107,lirr84,True,1250
lirr107,lirr85,False,925
lirr107,lirr85,True,1250
lirr107,lirr89,False,775
lirr107,lirr89,True,1075
lirr107,lirr91,False,1200
lirr107,lirr91,True,1675
lirr107,lirr92,False,1025
lirr107,lirr92,True,1400
lirr107,lirr94,False,925
lirr107,lirr94,True,1250
lirr107,lirr99,False,1025
lirr107,lirr99,True,1400
lirr11,lirr120,False,400
lirr11,lirr120,True,550
lirr11,lirr130,False,400
lirr11,lirr130,True,550
lirr11,lirr131,False,600
lirr11,lirr131,True,825
lirr11,lirr162,False,600
lirr11,lirr162,True,825
lirr11,lirr171,False,600
lirr11,lirr171,True,825
lirr11,lirr2,False,400
lirr11,lirr2,True,550
lirr11,lirr214,False,775
lirr11,lirr214,True,1075
lirr11,lirr237,False,775
lirr11,lirr237,True,1075
lirr11,lirr25,False,400
lirr11,lirr25,True,550
lirr11,lirr42,False,400
lirr11,lirr42,True,550
lirr11,lirr56,False,400
lirr11,lirr56,True,550
lirr11,lirr72,False,600
lirr11,lirr72,True,825
lirr111,lirr102,False,1100
lirr111,lirr102,True,1525
lirr111,lirr107,False,1425
lirr111,lirr107,True,1975
lirr111,lirr118,False,1425
lirr111,lirr118,True,1975
lirr111,lirr127,False,750
lirr111,lirr127,True,750
lirr111,lirr132,False,750
lirr111,lirr132,True,750
lirr111,lirr14,False,325
lirr111,lirr14,True,325
lirr111,lirr148,False,1425
lirr111,lirr148,True,1975
lirr111,lirr152,False,750
lirr111,lirr152,True,750
lirr111,lirr153,False,325
lirr111,lirr153,True,325
lirr111,lirr164,False,325
lirr111,lirr164,True,325
lirr111,lirr193,False,325
lirr111,lirr193,True,325
lirr111,lirr202,False,325
lirr111,lirr202,True,325
lirr111,lirr205,False,600
lirr111,lirr205,True,600
lirr111,lirr213,False,600
lirr111,lirr213,True,600
lirr111,lirr214,False,1425
lirr111,lirr214,True,1975
lirr111,lirr237,False,1425
lirr111,lirr237,True,1975
lirr111,lirr241,False,1425
lirr111,lirr241,True,1975
lirr111,lirr39,False,600
lirr111,lirr39,True,600
lirr111,lirr40,False,325
lirr111,lirr40,True,325
lirr111,lirr50,False,1425
lirr111,lirr50,True,1975
lirr111,lirr55,False,1425
lirr111,lirr55,True,1975
lirr111,lirr63,False,750
lirr111,lirr63,True,750
lirr111,lirr78,False,325
lirr111,lirr78,True,325
lirr111,lirr90,False,1425
lirr111,lirr90,True,1975
lirr111,lirr91,False,325
lirr111,lirr91,True,325
lirr111,lirr92,False,600
lirr111,lirr92,True,600
lirr113,lirr102,False,725
lirr113,lirr102,True,1000
lirr113,lirr107,False,1025
lirr113,lirr107,True,1400
lirr113,lirr118,False,1025
lirr113,lirr118,True,1400
lirr113,lirr119,False,725
lirr113,lirr119,True,1000
lirr113,lirr122,False,725
lirr113,lirr122,True,1000
lirr113,lirr125,False,325
lirr113,lirr125,True,325
lirr113,lirr148,False,1025
lirr113,lirr148,True,1400
lirr113,lirr155,False,325
lirr113,lirr155,True,325
lirr113,lirr180,False,725
lirr113,lirr180,True,1000
lirr113,lirr184,False,725
lirr113,lirr184,True,1000
lirr113,lirr211,False,325
lirr113,lirr211,True,325
lirr113,lirr214,False,1025
lirr113,lirr214,True,1400
lirr113,lirr237,False,1025
lirr113,lirr237,True,1400
lirr113,lirr241,False,1025
lirr113,lirr241,True,1400
lirr113,lirr31,False,325
lirr113,lirr31,True,325
lirr113,lirr50,False,1025
lirr113,lirr50,True,1400
lirr113,lirr51,False,325
lirr113,lirr51,True,325
lirr113,lirr55,False,1025
lirr113,lirr55,True,1400
lirr113,lirr90,False,1025
lirr113,lirr90,True,1400
lirr113,lirr99,False,325
lirr113,lirr99,True,325
lirr114,lirr101,False,325
lirr114,lirr101,True,325
lirr114,lirr102,False,600
lirr114,lirr102,True,825
lirr114,lirr107,False,925
lirr114,lirr107,True,1250
lirr114,lirr118,False,925
lirr114,lirr118,True,1250
lirr114,lirr119,False,600
lirr114,lirr119,True,825
lirr114,lirr122,False,600
lirr114,lirr122,True,825
lirr114,lirr148,False,925
lirr114,lirr148,True,1250
lirr114,lirr180,False,600
lirr114,lirr180,True,825
lirr114,lirr184,False,600
lirr114,lirr184,True,825
lirr114,lirr211,False,325
lirr114,lirr211,True,325
lirr114,lirr214,False,925
lirr114,lirr214,True,1250
lirr114,lirr217,False,325
lirr114,lirr217,True,325
lirr114,lirr237,False,925
lirr114,lirr237,True,1250
lirr114,lirr241,False,925
lirr114,lirr241,True,1250
lirr114,lirr32,False,325
lirr114,lirr32,True,325
lirr114,lirr50,False,925
lirr114,lirr50,True,1250
lirr114,lirr55,False,925
lirr114,lirr55,True,1250
lirr114,lirr65,False,325
lirr114,lirr65,True,325
lirr114,lirr66,False,325
lirr114,lirr66,True,325
lirr114,lirr90,False,925
lirr114,lirr90,True,1250
lirr114,lirr94,False,325
lirr114,lirr94,True,325
lirr117,lirr100,False,325
lirr117,lirr100,True,325
lirr117,lirr102,False,900
lirr117,lirr102,True,1225
lirr117,lirr107,False,1200
lirr117,lirr107,True,1675
lirr117,lirr118,False,1200
lirr117,lirr118,True,1675
lirr117,lirr125,False,600
lirr117,lirr125,True,600
lirr117,lirr13,False,1350
lirr117,lirr13,True,1350
lirr117,lirr135,False,325
lirr117,lirr135,True,325
lirr117,lirr136,False,325
lirr117,lirr136,True,325
lirr117,lirr140,False,750
lirr117,lirr140,True,750
lirr117,lirr141,False,1350
lirr117,lirr141,True,1350
lirr117,lirr148,False,1200
lirr117,lirr148,True,1675
lirr117,lirr157,False,325
lirr117,lirr157,True,325
lirr117,lirr16,False,325
lirr117,lirr16,True,325
lirr117,lirr163,False,325
lirr117,lirr163,True,325
lirr117,lirr183,False,325
lirr117,lirr183,True,325
lirr117,lirr184,False,900
lirr117,lirr184,True,1225
lirr117,lirr187,False,325
lirr117,lirr187,True,325
lirr117,lirr191,False,1350
lirr117,lirr191,True,1350
lirr117,lirr198,False,750
lirr117,lirr198,True,750
lirr117,lirr204,False,325
lirr117,lirr204,True,325
lirr117,lirr21,False,750
lirr117,lirr21,True,750
lirr117,lirr211,False,600
lirr117,lirr211,True,600
lirr117,lirr214,False,1200
lirr117,lirr214,True,1675
lirr117,lirr215,False,325
lirr117,lirr215,True,325
lirr117,lirr225,False,325
lirr117,lirr225,True,325
lirr117,lirr226,False,325
lirr117,lirr226,True,325
lirr117,lirr233,False,1350
lirr117,lirr233,True,1350
lirr117,lirr237,False,1200
lirr117,lirr237,True,1675
lirr117,lirr241,False,1200
lirr117,lirr241,True,1675
lirr117,lirr26,False,325
lirr117,lirr26,True,325
lirr117,lirr27,False,325
lirr117,lirr27,True,325
lirr117,lirr38,False,325
lirr117,lirr38,True,325
lirr117,lirr4,False,1350
lirr117,lirr4,True,1350
lirr117,lirr48,False,1350
lirr117,lirr48,True,1350
lirr117,lirr50,False,1200
lirr117,lirr50,True,1675
lirr117,lirr55,False,1200
lirr117,lirr55,True,1675
lirr117,lirr64,False,325
lirr117,lirr64,True,325
lirr117,lirr74,False,325
lirr117,lirr74,True,325
lirr117,lirr8,False,325
lirr117,lirr8,True,325
lirr117,lirr83,False,1350
lirr117,lirr83,True,1350
lirr117,lirr90,False,1200
lirr117,lirr90,True,1675
lirr118,lirr1,False,1025
lirr118,lirr1,True,1400
lirr118,lirr100,False,1425
lirr118,lirr100,True,1975
lirr118,lirr101,False,925
lirr118,lirr101,True,1250
lirr118,lirr102,False,775
lirr118,lirr102,True,1075
lirr118,lirr111,False,1425
lirr118,lirr111,True,1975
lirr118,lirr113,False,1025
lirr118,lirr113,True,1400
lirr118,lirr114,False,925
lirr118,lirr114,True,1250
lirr118,lirr117,False,1200
lirr118,lirr117,True,1675
lirr118,lirr119,False,775
lirr118,lirr119,True,1075
lirr118,lirr122,False,775
lirr118,lirr122,True,1075
lirr118,lirr123,False,1025
lirr118,lirr123,True,1400
lirr118,lirr124,False,925
lirr118,lirr124,True,1250
lirr118,lirr125,False,925
lirr118,lirr125,True,1250
lirr118,lirr126,False,2225
lirr118,lirr126,True,3050
lirr118,lirr127,False,925
lirr118,lirr127,True,1250
lirr118,lirr129,False,1425
lirr118,lirr129,True,1975
lirr118,lirr13,False,2225
lirr118,lirr13,True,3050
lirr118,lirr132,False,925
lirr118,lirr132,True,1250
lirr118,lirr135,False,1025
lirr118,lirr135,True,1400
lirr118,lirr136,False,1025
lirr118,lirr136,True,1400
lirr118,lirr14,False,1425
lirr118,lirr14,True,1975
lirr118,lirr140,False,1700
lirr118,lirr140,True,2350
lirr118,lirr141,False,2225
lirr118,lirr141,True,3050
lirr118,lirr142,False,925
lirr118,lirr142,True,1250
lirr118,lirr149,False,925
lirr118,lirr149,True,1250
lirr118,lirr152,False,925
lirr118,lirr152,True,1250
lirr118,lirr153,False,1200
lirr118,lirr153,True,1675
lirr118,lirr154,False,1025
lirr118,lirr154,True,1400
lirr118,lirr155,False,1025
lirr118,lirr155,True,1400
lirr118,lirr157,False,1425
lirr118,lirr157,True,1975
lirr118,lirr16,False,1025
lirr118,lirr16,True,1400
lirr118,lirr163,False,1425
lirr118,lirr163,True,1975
lirr118,lirr164,False,1425
lirr118,lirr164,True,1975
lirr118,lirr165,False,1200
lirr118,lirr165,True,1675
lirr118,lirr175,False,775
lirr118,lirr175,True,1075
lirr118,lirr176,False,2225
lirr118,lirr176,True,3050
lirr118,lirr179,False,1425
lirr118,lirr179,True,1975
lirr118,lirr180,False,775
lirr118,lirr180,True,1075
lirr118,lirr182,False,1025
lirr118,lirr182,True,1400
lirr118,lirr183,False,1025
lirr118,lirr183,True,1400
lirr118,lirr184,False,775
lirr118,lirr184,True,1075
lirr118,lirr185,False,1025
lirr118,lirr185,True,1400
lirr118,lirr187,False,1025
lirr118,lirr187,True,1400
lirr118,lirr190,False,2225
lirr118,lirr190,True,3050
lirr118,lirr191,False,2225
lirr118,lirr191,True,3050
lirr118,lirr193,False,1425
lirr118,lirr193,True,1975
lirr118,lirr195,False,925
lirr118,lirr195,True,1250
lirr118,lirr198,False,1700
lirr118,lirr198,True,2350
lirr118,lirr20,False,1025
lirr118,lirr20,True,1400
lirr118,lirr202,False,1425
lirr118,lirr202,True,1975
lirr118,lirr204,False,1425
lirr118,lirr204,True,1975
